@relation ./otheralgorithms/DSSD/data/datasets/tmp/tmp

@attribute Cement numeric
@attribute BlastFurnaceSlag numeric
@attribute FlyAsh numeric
@attribute Water numeric
@attribute Superplasticizer numeric
@attribute CoarseAggregate numeric
@attribute FineAggregate numeric
@attribute Age numeric
@attribute class numeric
@data
233.80000299999998,0.0,94.599998,197.899994,4.6,947.0,852.2000119999999,100.0,34.560001
427.5,47.5,0.0,228.0,0.0,932.0,594.0,90.0,41.540001000000004
236.0,0.0,0.0,194.0,0.0,968.0,885.0,3.0,6.47
362.600006,189.0,0.0,164.899994,11.6,944.7000119999999,755.799988,28.0,71.300003
153.0,145.0,113.0,178.0,8.0,867.0,824.0,28.0,26.23
322.0,0.0,0.0,203.0,0.0,974.0,800.0,28.0,25.18
339.0,0.0,0.0,197.0,0.0,968.0,781.0,7.0,20.969998999999998
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28.0,34.290001000000004
218.899994,0.0,124.099998,158.5,11.3,1078.699951,794.900024,28.0,30.219998999999998
108.300003,162.399994,0.0,203.5,0.0,938.2000119999999,849.0,7.0,7.72
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14.0,22.530001000000002
337.899994,189.0,0.0,174.899994,9.5,944.7000119999999,755.799988,7.0,35.099998
312.899994,160.5,0.0,177.600006,9.6,916.599976,759.5,28.0,52.450001
203.5,135.699997,0.0,185.699997,0.0,1076.199951,759.299988,7.0,11.96
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28.0,30.57
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28.0,43.700001
266.200012,112.300003,87.5,177.899994,10.4,909.7000119999999,744.5,28.0,39.419998
182.0,45.200001,122.0,170.199997,8.2,1059.400024,780.700012,3.0,7.32
277.100006,0.0,97.400002,160.600006,11.8,973.900024,875.599976,3.0,23.139999
213.5,0.0,174.199997,154.600006,11.7,1052.300049,775.5,56.0,51.43
424.0,22.0,132.0,168.0,8.9,822.0,750.0,56.0,74.360001
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28.0,71.989998
136.0,162.0,126.0,172.0,10.0,923.0,764.0,28.0,29.07
153.0,102.0,0.0,192.0,0.0,888.0,943.099976,3.0,4.78
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28.0,49.25
362.600006,189.0,0.0,164.899994,11.6,944.7000119999999,755.799988,28.0,71.300003
152.0,178.0,139.0,168.0,18.0,944.0,695.0,28.0,36.349998
275.100006,0.0,121.400002,159.5,9.9,1053.599976,777.5,28.0,51.330002
251.399994,0.0,118.300003,192.899994,5.8,1043.599976,754.299988,14.0,20.73
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90.0,37.91
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56.0,61.07
323.700012,282.799988,0.0,183.800003,10.3,942.7000119999999,659.900024,56.0,80.199997
491.0,26.0,123.0,201.0,3.9,822.0,699.0,7.0,37.919998
182.0,45.200001,122.0,170.199997,8.2,1059.400024,780.700012,14.0,21.5
316.100006,210.69999700000002,0.0,185.699997,0.0,977.0,689.299988,28.0,38.700001
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180.0,24.1
154.800003,0.0,142.800003,193.300003,9.1,877.2000119999999,867.7000119999999,28.0,9.74
212.600006,0.0,100.400002,159.399994,10.4,1003.7999880000001,903.7999880000001,14.0,25.370001000000002
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28.0,40.860001000000004
350.0,0.0,0.0,203.0,0.0,974.0,775.0,7.0,18.129998999999998
141.300003,212.0,0.0,203.5,0.0,971.7999880000001,748.5,90.0,39.66
194.699997,0.0,100.5,170.199997,7.5,998.0,901.7999880000001,100.0,44.279999
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28.0,12.25
246.80000299999998,0.0,125.099998,143.300003,12.0,1086.800049,800.900024,28.0,52.5
220.80000299999998,147.199997,0.0,185.699997,0.0,1055.0,744.299988,7.0,13.09
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,3.0,33.799999
139.600006,209.399994,0.0,192.0,0.0,1047.0,806.900024,3.0,8.06
318.799988,212.5,0.0,155.699997,14.3,852.099976,880.400024,91.0,68.099998
181.399994,0.0,167.0,169.600006,7.6,1055.599976,777.799988,3.0,13.62
198.600006,132.399994,0.0,192.0,0.0,978.400024,825.5,360.0,44.299999
475.0,0.0,0.0,228.0,0.0,932.0,594.0,7.0,38.599998
387.0,20.0,94.0,157.0,11.6,938.0,845.0,28.0,46.68
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3.0,15.87
249.100006,0.0,98.800003,158.100006,12.8,987.7999880000001,889.0,28.0,30.85
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180.0,34.490002000000004
162.0,190.0,148.0,179.0,19.0,838.0,741.0,28.0,33.759997999999996
375.0,93.800003,0.0,126.599998,23.4,852.099976,992.599976,3.0,29.0
251.399994,0.0,118.300003,188.5,5.8,1028.400024,757.700012,28.0,29.65
531.299988,0.0,0.0,141.800003,28.200001,852.099976,893.7000119999999,91.0,59.200001
277.100006,0.0,97.400002,160.600006,11.8,973.900024,875.599976,100.0,55.639998999999996
190.300003,0.0,125.199997,161.899994,9.9,1088.099976,802.599976,3.0,9.45
229.69999700000002,0.0,118.199997,195.199997,6.1,1028.099976,757.599976,3.0,13.36
469.0,117.199997,0.0,137.800003,32.200001,852.099976,840.5,56.0,69.300003
401.799988,94.699997,0.0,147.399994,11.4,946.7999880000001,852.099976,7.0,54.099998
212.600006,0.0,100.400002,159.399994,10.4,1003.7999880000001,903.7999880000001,28.0,37.400002
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7.0,39.299999
374.0,189.199997,0.0,170.100006,10.1,926.099976,756.700012,7.0,46.200001
266.0,114.0,0.0,228.0,0.0,932.0,670.0,270.0,51.73
339.0,0.0,0.0,197.0,0.0,968.0,781.0,14.0,27.040001
387.0,20.0,94.0,157.0,11.6,938.0,845.0,3.0,34.77
144.0,0.0,175.0,158.0,18.0,943.0,844.0,28.0,15.42
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28.0,38.209998999999996
136.399994,161.600006,125.800003,171.600006,10.4,922.599976,764.400024,28.0,29.07
158.399994,0.0,194.899994,219.69999700000002,11.0,897.7000119999999,712.900024,28.0,8.54
254.0,0.0,0.0,198.0,0.0,968.0,863.0,180.0,27.629998999999998
318.799988,212.5,0.0,155.699997,14.3,852.099976,880.400024,7.0,33.400002
203.5,305.299988,0.0,203.5,0.0,963.400024,630.0,3.0,9.56
139.600006,209.399994,0.0,192.0,0.0,1047.0,806.900024,7.0,14.59
222.399994,0.0,96.699997,189.300003,4.5,967.099976,870.2999880000001,100.0,40.709998999999996
165.0,0.0,143.600006,163.800003,0.0,1005.599976,900.900024,56.0,36.560001
284.0,15.0,141.0,179.0,5.5,842.0,801.0,7.0,24.129998999999998
173.800003,93.400002,159.899994,172.300003,9.7,1007.2000119999999,746.599976,14.0,29.549999
165.0,128.5,132.100006,175.100006,8.1,1005.7999880000001,746.599976,100.0,55.02
259.899994,100.599998,78.400002,170.600006,10.4,935.7000119999999,762.900024,28.0,49.77
376.0,0.0,0.0,214.600006,0.0,1003.5,762.400024,28.0,31.969998999999998
381.399994,0.0,0.0,185.699997,0.0,1104.599976,784.299988,7.0,14.54
339.200012,0.0,0.0,185.699997,0.0,1069.199951,754.299988,28.0,31.9
425.0,106.300003,0.0,153.5,16.5,852.099976,887.099976,56.0,64.300003
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3.0,14.31
168.899994,42.200001,124.300003,158.300003,10.8,1080.800049,796.200012,56.0,39.150002
333.0,0.0,0.0,192.0,0.0,931.2000119999999,842.599976,3.0,15.62
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7.0,26.059998999999998
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7.0,12.73
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180.0,51.040001000000004
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7.0,42.419998
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28.0,25.18
255.5,170.300003,0.0,185.699997,0.0,1026.599976,724.299988,28.0,32.049999
194.699997,0.0,100.5,170.199997,7.5,998.0,901.7999880000001,3.0,12.18
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14.0,48.400002
238.100006,0.0,94.099998,186.699997,7.0,949.900024,847.0,3.0,19.93
322.0,149.0,0.0,186.0,8.0,951.0,709.0,28.0,52.419998
193.5,290.200012,0.0,185.699997,0.0,998.2000119999999,704.299988,28.0,32.630001
287.0,121.0,94.0,188.0,9.0,904.0,696.0,28.0,41.939999
153.100006,145.0,113.0,178.5,8.0,1001.900024,688.700012,28.0,25.559998999999998
251.399994,0.0,118.300003,192.899994,5.8,1043.599976,754.299988,28.0,33.27
366.0,187.0,0.0,191.0,7.0,824.0,757.0,28.0,65.910004
165.0,0.0,143.600006,163.800003,0.0,1005.599976,900.900024,100.0,37.959998999999996
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365.0,52.91
233.80000299999998,0.0,94.599998,197.899994,4.6,947.0,852.2000119999999,3.0,10.38
190.300003,0.0,125.199997,166.600006,9.9,1079.0,798.900024,3.0,12.55
254.0,0.0,0.0,198.0,0.0,968.0,863.0,90.0,26.940001000000002
173.800003,93.400002,159.899994,172.300003,9.7,1007.2000119999999,746.599976,56.0,48.990002000000004
212.600006,0.0,100.400002,159.399994,10.4,1003.7999880000001,903.7999880000001,3.0,13.33
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28.0,31.84
213.69999700000002,0.0,174.699997,154.800003,10.2,1053.5,776.400024,14.0,33.73
166.100006,0.0,163.300003,176.5,4.5,1058.599976,780.099976,14.0,25.48
313.299988,262.200012,0.0,175.5,8.6,1046.900024,611.799988,3.0,28.799999
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0,19.690001000000002
469.0,117.199997,0.0,137.800003,32.200001,852.099976,840.5,7.0,54.900002
194.699997,0.0,100.5,165.600006,7.5,1006.400024,905.900024,56.0,33.959998999999996
250.19999700000002,166.800003,0.0,203.5,0.0,977.599976,694.099976,90.0,47.709998999999996
313.299988,262.200012,0.0,175.5,8.6,1046.900024,611.799988,28.0,59.799999
380.0,95.0,0.0,228.0,0.0,932.0,594.0,270.0,41.150002
339.200012,0.0,0.0,185.699997,0.0,1069.199951,754.299988,7.0,21.18
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3.0,23.35
212.0,141.300003,0.0,203.5,0.0,973.400024,750.0,28.0,33.0
238.100006,0.0,94.099998,186.699997,7.0,949.900024,847.0,100.0,44.299999
310.0,0.0,0.0,192.0,0.0,970.0,850.0,90.0,34.68
237.5,237.5,0.0,228.0,0.0,932.0,594.0,28.0,30.08
273.0,0.0,90.0,199.0,11.0,931.0,762.0,28.0,32.240002000000004
313.299988,145.0,0.0,178.5,8.0,867.2000119999999,824.0,28.0,40.93
389.899994,189.0,0.0,145.899994,22.0,944.7000119999999,755.799988,7.0,59.09
379.5,151.199997,0.0,153.899994,15.9,1134.300049,605.0,56.0,54.900002
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7.0,16.26
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,28.0,24.5
385.0,0.0,0.0,186.0,0.0,966.0,763.0,14.0,27.92
298.200012,0.0,107.0,209.699997,11.1,879.599976,744.200012,28.0,31.879998999999998
246.80000299999998,0.0,125.099998,143.300003,12.0,1086.800049,800.900024,100.0,66.41999799999999
203.5,305.299988,0.0,203.5,0.0,963.400024,630.0,7.0,19.540001
387.0,20.0,94.0,157.0,13.9,938.0,845.0,28.0,46.68
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270.0,67.110001
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90.0,58.779999
135.699997,203.5,0.0,185.699997,0.0,1076.199951,759.299988,28.0,18.200001
150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28.0,37.43
166.800003,250.19999700000002,0.0,203.5,0.0,975.599976,692.599976,7.0,15.75
475.0,118.800003,0.0,181.100006,8.9,852.099976,781.5,28.0,68.300003
500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28.0,69.839996
229.69999700000002,0.0,118.199997,195.199997,6.1,1028.099976,757.599976,14.0,22.32
133.0,200.0,0.0,192.0,0.0,927.400024,839.2000119999999,90.0,36.59
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14.0,36.939999
102.0,153.0,0.0,192.0,0.0,887.0,942.0,90.0,25.459999
229.69999700000002,0.0,118.199997,195.199997,6.1,1028.099976,757.599976,100.0,40.860001000000004
339.0,0.0,0.0,197.0,0.0,968.0,781.0,90.0,35.169998
331.0,0.0,0.0,192.0,0.0,978.0,825.0,180.0,39.0
160.0,188.0,146.0,203.0,11.0,829.0,710.0,28.0,32.84
218.19999700000002,54.599998,123.800003,140.800003,11.9,1075.699951,792.700012,28.0,55.509997999999996
165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28.0,18.030001000000002
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28.0,33.02
236.0,0.0,0.0,194.0,0.0,968.0,885.0,28.0,18.42
379.5,151.199997,0.0,153.899994,15.9,1134.300049,605.0,3.0,28.6
290.200012,193.5,0.0,185.699997,0.0,998.2000119999999,704.299988,28.0,33.040001000000004
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28.0,27.83
159.0,209.0,161.0,201.0,7.0,848.0,669.0,28.0,30.879998999999998
249.100006,0.0,98.800003,158.100006,12.8,987.7999880000001,889.0,100.0,51.060001
250.0,0.0,95.699997,191.800003,5.3,948.900024,857.2000119999999,28.0,27.219998999999998
374.0,189.199997,0.0,170.100006,10.1,926.099976,756.700012,3.0,34.400002
238.100006,0.0,94.099998,186.699997,7.0,949.900024,847.0,14.0,25.690001000000002
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28.0,25.969998999999998
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7.0,7.68
374.0,0.0,0.0,190.0,7.0,1013.0,730.0,28.0,39.049999
182.0,45.200001,122.0,170.199997,8.2,1059.400024,780.700012,100.0,48.669998
147.800003,175.100006,0.0,171.199997,2.2,1000.0,828.5,28.0,26.92
213.5,0.0,174.199997,154.600006,11.7,1052.300049,775.5,28.0,45.939999
375.0,93.800003,0.0,126.599998,23.4,852.099976,992.599976,91.0,62.5
198.600006,132.399994,0.0,192.0,0.0,978.400024,825.5,3.0,9.13
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7.0,14.2
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90.0,29.389999
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28.0,58.52
190.0,190.0,0.0,228.0,0.0,932.0,670.0,90.0,42.330002
251.80000299999998,0.0,99.900002,146.100006,12.4,1006.0,899.7999880000001,28.0,33.939999
284.0,15.0,141.0,179.0,5.5,842.0,801.0,3.0,13.4
158.800003,238.19999700000002,0.0,185.699997,0.0,1040.599976,734.299988,7.0,9.62
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7.0,30.280001000000002
122.599998,183.899994,0.0,203.5,0.0,958.2000119999999,800.099976,3.0,3.32
173.5,50.099998,173.5,164.800003,6.5,1006.2000119999999,793.5,100.0,56.060001
212.100006,0.0,121.599998,180.300003,5.7,1057.599976,779.299988,14.0,20.92
202.0,11.0,141.0,206.0,1.7,942.0,801.0,3.0,9.85
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7.0,7.84
166.100006,0.0,163.300003,176.5,4.5,1058.599976,780.099976,28.0,21.540001
266.0,114.0,0.0,228.0,0.0,932.0,670.0,90.0,47.029999
237.5,237.5,0.0,228.0,0.0,932.0,594.0,365.0,39.0
380.0,95.0,0.0,228.0,0.0,932.0,594.0,365.0,43.700001
151.800003,178.100006,138.699997,167.5,18.299999,944.0,694.599976,28.0,36.349998
475.0,0.0,0.0,228.0,0.0,932.0,594.0,365.0,41.93
295.700012,0.0,95.599998,171.5,8.9,955.099976,859.2000119999999,14.0,35.23
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180.0,71.620003
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3.0,35.360001000000004
157.0,236.0,0.0,192.0,0.0,935.400024,781.200012,3.0,9.69
425.0,106.300003,0.0,153.5,16.5,852.099976,887.099976,3.0,33.400002
218.19999700000002,54.599998,123.800003,140.800003,11.9,1075.699951,792.700012,14.0,35.959998999999996
250.0,0.0,95.699997,187.399994,5.5,956.900024,861.2000119999999,56.0,38.330002
172.399994,13.6,172.399994,156.800003,4.1,1006.2999880000001,856.400024,3.0,21.290001
155.0,0.0,143.0,193.0,9.0,877.0,868.0,28.0,9.74
168.0,42.099998,163.800003,121.800003,5.7,1058.699951,780.099976,28.0,24.24
287.299988,120.5,93.900002,187.600006,9.2,904.400024,695.900024,28.0,43.799999
212.5,0.0,100.400002,159.300003,8.7,1007.7999880000001,903.599976,28.0,31.639999
480.0,0.0,0.0,192.0,0.0,936.2000119999999,712.200012,3.0,24.4
277.0,116.800003,91.0,190.600006,7.0,946.5,665.599976,28.0,43.580002
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3.0,14.99
298.0,0.0,107.0,186.0,6.0,879.0,815.0,28.0,42.639998999999996
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56.0,68.75
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180.0,50.950001
362.600006,189.0,0.0,164.899994,11.6,944.7000119999999,755.799988,3.0,35.299999
388.600006,97.099998,0.0,157.899994,12.1,852.099976,925.7000119999999,3.0,28.1
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28.0,44.419998
300.0,0.0,120.0,212.0,10.0,878.0,728.0,28.0,23.84
290.399994,0.0,96.199997,168.100006,9.4,961.2000119999999,865.0,3.0,22.5
212.100006,0.0,121.599998,180.300003,5.7,1057.599976,779.299988,56.0,34.200001
424.0,22.0,132.0,178.0,8.5,882.0,750.0,3.0,32.009997999999996
135.0,105.0,193.0,196.0,6.0,965.0,643.0,28.0,21.91
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28.0,32.720001
312.700012,0.0,0.0,178.100006,8.0,999.7000119999999,822.200012,28.0,25.1
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28.0,31.35
190.300003,0.0,125.199997,166.600006,9.9,1079.0,798.900024,14.0,19.42
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180.0,29.59
178.0,129.800003,118.599998,179.899994,3.6,1007.2999880000001,746.799988,100.0,49.990002000000004
297.799988,137.199997,106.900002,201.300003,6.0,878.400024,655.299988,28.0,53.52
143.800003,136.300003,106.199997,178.100006,7.5,941.5,774.299988,28.0,26.15
427.5,47.5,0.0,228.0,0.0,932.0,594.0,270.0,43.009997999999996
220.80000299999998,147.199997,0.0,185.699997,0.0,1055.0,744.299988,28.0,25.75
150.699997,0.0,185.300003,166.699997,15.6,1074.5,678.0,28.0,13.46
425.0,106.300003,0.0,153.5,16.5,852.099976,887.099976,91.0,65.199997
397.0,0.0,0.0,185.0,0.0,1040.0,734.0,28.0,39.09
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7.0,23.219998999999998
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28.0,27.34
145.399994,0.0,178.899994,201.699997,7.8,824.0,868.7000119999999,28.0,10.54
359.0,19.0,141.0,154.0,10.9,942.0,801.0,28.0,59.490002000000004
213.69999700000002,98.099998,24.5,181.699997,6.9,1065.800049,785.400024,3.0,18.0
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7.0,21.16
446.0,24.0,79.0,162.0,10.3,967.0,712.0,56.0,54.77
333.0,0.0,0.0,192.0,0.0,931.2000119999999,842.599976,90.0,41.68
236.0,0.0,0.0,193.0,0.0,968.0,885.0,7.0,9.99
286.299988,200.899994,0.0,144.699997,11.2,1004.599976,803.700012,91.0,76.800003
425.0,106.300003,0.0,153.5,16.5,852.099976,887.099976,91.0,65.199997
159.100006,186.699997,0.0,175.600006,11.3,989.599976,788.900024,28.0,32.77
155.0,184.0,143.0,194.0,9.0,880.0,699.0,28.0,28.99
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7.0,9.01
140.0,133.0,103.0,200.0,7.0,916.0,753.0,28.0,36.439999
153.0,145.0,113.0,178.0,8.0,1002.0,689.0,28.0,25.559998999999998
332.5,142.5,0.0,228.0,0.0,932.0,594.0,270.0,40.27
387.0,20.0,94.0,157.0,13.9,938.0,845.0,3.0,25.51
531.299988,0.0,0.0,141.800003,28.200001,852.099976,893.7000119999999,7.0,46.900002
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7.0,52.610001000000004
168.899994,42.200001,124.300003,158.300003,10.8,1080.800049,796.200012,100.0,48.150002
362.600006,189.0,0.0,164.899994,11.6,944.7000119999999,755.799988,7.0,55.900002
213.5,0.0,174.199997,159.199997,11.7,1043.599976,771.900024,100.0,52.959998999999996
167.0,75.400002,167.0,164.0,7.9,1007.2999880000001,770.099976,56.0,53.459998999999996
380.0,95.0,0.0,228.0,0.0,932.0,594.0,28.0,36.450001
286.299988,200.899994,0.0,144.699997,11.2,1004.599976,803.700012,28.0,67.699997
318.799988,212.5,0.0,155.699997,14.3,852.099976,880.400024,28.0,55.5
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7.0,33.209998999999996
218.19999700000002,54.599998,123.800003,140.800003,11.9,1075.699951,792.700012,3.0,27.42
231.80000299999998,0.0,121.599998,174.0,6.7,1056.400024,778.5,100.0,45.84
255.0,0.0,0.0,192.0,0.0,889.7999880000001,945.0,90.0,21.860001
164.0,163.0,128.0,197.0,8.0,961.0,641.0,28.0,27.23
154.0,174.0,185.0,228.0,7.0,845.0,612.0,28.0,24.34
424.0,22.0,132.0,168.0,8.9,822.0,750.0,28.0,72.099998
250.0,0.0,95.699997,191.800003,5.3,948.900024,857.2000119999999,14.0,24.66
149.0,139.0,109.0,193.0,6.0,892.0,780.0,28.0,23.690001000000002
316.100006,210.69999700000002,0.0,185.699997,0.0,977.0,689.299988,7.0,24.440001000000002
277.100006,0.0,97.400002,160.600006,11.8,973.900024,875.599976,14.0,41.889998999999996
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28.0,53.389998999999996
475.0,0.0,0.0,228.0,0.0,932.0,594.0,28.0,39.290001000000004
139.600006,209.399994,0.0,192.0,0.0,1047.0,806.900024,180.0,44.209998999999996
273.0,105.0,82.0,210.0,9.0,904.0,680.0,28.0,37.169998
212.0,0.0,124.800003,159.0,7.8,1085.400024,799.5,56.0,45.080002
157.0,236.0,0.0,192.0,0.0,935.400024,781.200012,28.0,33.66
170.300003,155.5,0.0,185.699997,0.0,1026.599976,724.299988,7.0,10.73
312.700012,144.699997,0.0,127.300003,8.0,999.7000119999999,822.200012,28.0,44.52
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28.0,17.540001
237.5,237.5,0.0,228.0,0.0,932.0,594.0,270.0,38.41
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7.0,18.91
181.899994,272.799988,0.0,185.699997,0.0,1012.400024,714.299988,7.0,12.37
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0,19.690001000000002
255.0,0.0,0.0,192.0,0.0,889.7999880000001,945.0,7.0,10.22
401.799988,94.699997,0.0,147.399994,11.4,946.7999880000001,852.099976,91.0,75.5
299.799988,0.0,119.800003,211.5,9.9,878.2000119999999,727.599976,28.0,23.84
289.0,134.0,0.0,195.0,6.0,924.0,760.0,28.0,46.240002000000004
148.0,175.0,0.0,171.0,2.0,1000.0,828.0,28.0,26.92
166.800003,250.19999700000002,0.0,203.5,0.0,975.599976,692.599976,90.0,43.57
252.5,0.0,0.0,185.699997,0.0,1111.599976,784.299988,28.0,19.77
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7.0,18.129998999999998
213.69999700000002,98.099998,24.5,181.699997,6.9,1065.800049,785.400024,14.0,30.389999
540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28.0,61.889998999999996
166.100006,0.0,163.300003,176.5,4.5,1058.599976,780.099976,56.0,28.629998999999998
178.0,129.800003,118.599998,179.899994,3.6,1007.2999880000001,746.799988,3.0,20.73
210.69999700000002,316.100006,0.0,185.699997,0.0,977.0,689.299988,7.0,21.82
153.0,102.0,0.0,192.0,0.0,888.0,943.099976,90.0,26.32
190.300003,0.0,125.199997,161.899994,9.9,1088.099976,802.599976,100.0,40.389998999999996
277.200012,97.800003,24.5,160.699997,11.2,1061.699951,782.5,28.0,63.139998999999996
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3.0,26.059998999999998
307.0,0.0,0.0,193.0,0.0,968.0,812.0,365.0,36.150002
194.699997,0.0,100.5,165.600006,7.5,1006.400024,905.900024,14.0,24.99
337.899994,189.0,0.0,174.899994,9.5,944.7000119999999,755.799988,28.0,49.900002
230.0,0.0,118.300003,195.5,4.6,1029.400024,758.599976,3.0,10.03
213.69999700000002,0.0,174.699997,154.800003,10.2,1053.5,776.400024,3.0,17.57
480.0,0.0,0.0,192.0,0.0,936.2000119999999,712.200012,90.0,54.32
314.0,0.0,113.0,170.0,10.0,925.0,783.0,28.0,38.459998999999996
425.0,106.300003,0.0,153.5,16.5,852.099976,887.099976,7.0,49.200001
305.0,0.0,100.0,196.0,10.0,959.0,705.0,28.0,30.120001000000002
362.600006,189.0,0.0,164.899994,11.6,944.7000119999999,755.799988,3.0,35.299999
213.5,0.0,174.199997,154.600006,11.7,1052.300049,775.5,100.0,59.299999
313.0,145.0,0.0,178.0,8.0,1002.0,689.0,28.0,41.049999
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28.0,53.580002
288.0,192.0,0.0,192.0,0.0,932.0,717.799988,28.0,38.799999
230.0,0.0,118.300003,195.5,4.6,1029.400024,758.599976,28.0,24.48
288.0,192.0,0.0,192.0,0.0,932.0,717.799988,7.0,23.52
212.0,141.300003,0.0,203.5,0.0,973.400024,750.0,90.0,39.700001
190.300003,0.0,125.199997,166.600006,9.9,1079.0,798.900024,56.0,31.719998999999998
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28.0,51.02
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90.0,49.189999
309.899994,142.800003,111.199997,167.800003,22.1,913.900024,651.200012,28.0,38.220001
289.0,133.699997,0.0,194.899994,5.5,924.099976,760.099976,28.0,46.25
153.600006,144.199997,112.300003,220.100006,10.1,923.2000119999999,657.900024,28.0,16.5
238.100006,0.0,0.0,185.699997,0.0,1118.800049,789.299988,28.0,17.58
295.700012,0.0,95.599998,171.5,8.9,955.099976,859.2000119999999,56.0,48.720001
252.0,97.0,76.0,194.0,8.0,835.0,821.0,28.0,33.400002
186.199997,124.099998,0.0,185.699997,0.0,1083.400024,764.299988,28.0,17.6
173.5,50.099998,173.5,164.800003,6.5,1006.2000119999999,793.5,14.0,33.009997999999996
148.100006,0.0,136.600006,158.100006,16.1,1001.7999880000001,830.099976,28.0,17.959999
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3.0,41.639998999999996
331.0,0.0,0.0,192.0,0.0,978.0,825.0,28.0,31.450001
213.80000299999998,98.099998,24.5,181.699997,6.7,1066.0,785.5,100.0,49.970001
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180.0,32.330002
233.80000299999998,0.0,94.599998,197.899994,4.6,947.0,852.2000119999999,14.0,22.139999
203.5,305.299988,0.0,203.5,0.0,963.400024,630.0,90.0,51.860001000000004
297.200012,0.0,117.5,174.800003,9.5,1022.7999880000001,753.5,100.0,56.740002000000004
203.5,135.699997,0.0,185.699997,0.0,1076.199951,759.299988,28.0,22.629998999999998
164.199997,0.0,200.100006,181.199997,12.6,849.2999880000001,846.0,28.0,15.09
182.0,45.200001,122.0,170.199997,8.2,1059.400024,780.700012,56.0,43.5
